order_id,customer_state,order_item_count,product_count,seller_count,total_order_value,freight_value,late_probability,risk_score,risk_band,impact_score,priority_score,intervention_tier,recommended_action,is_late,candidate_id
1a102760523f4d9dfac2d4fab47dbeea,PA,1.0,1.0,1.0,1481.03,101.03,0.5122571643563197,51.22571643563197,High,1481.03,75866.82281266402,High Priority,Prioritize fulfillment monitoring,0,10050
1a878941e5a0c2afd1b0a14fb61f89b8,BA,1.0,1.0,1.0,1693.31,34.48,0.522659527330152,52.2659527330152,High,1693.31,88502.46042234196,High Priority,Prioritize fulfillment monitoring,0,10250
1adbc05f8bb9f7f40e1566992a9b5e8d,RJ,1.0,1.0,1.0,1521.75,21.76,0.5212617262080044,52.12617262080044,High,1521.75,79323.00318570307,High Priority,Prioritize fulfillment monitoring,0,10374
1b15974a0141d54e36626dca3fdc731a,SP,20.0,1.0,1.0,2202.4,202.4,0.4932127922286685,49.32127922286685,Medium,2202.4,108625.18536044196,High Priority,Prioritize fulfillment monitoring,0,10459
1b46c5cd349b4c1e7bda383bb8d64731,RJ,1.0,1.0,1.0,1253.86,53.87,0.5189703014812308,51.89703014812308,High,1253.86,65071.610221525596,High Priority,Prioritize fulfillment monitoring,0,10533
1c49e3fd28c9c369b12fd84446e475ab,SP,4.0,1.0,1.0,1682.92,142.92,0.4932127922286685,49.32127922286685,Medium,1682.92,83003.76722974709,High Priority,Prioritize fulfillment monitoring,0,10913
1c9fd2a0749771fdb8c1cad52a3c27a6,SC,1.0,1.0,1.0,1683.14,84.14,0.5109075046151449,51.09075046151449,High,1683.14,85992.8857317935,High Priority,Prioritize fulfillment monitoring,0,11037
1d1cd1be4eb8ccedea997348b859065d,MG,1.0,1.0,1.0,1427.04,27.05,0.489850738589564,48.985073858956405,Medium,1427.04,69903.65979968515,High Priority,Prioritize fulfillment monitoring,0,11219
1d54db601b417ccdfd3b7071955e6cc7,SC,1.0,1.0,1.0,3209.72,104.72,0.5111951111113505,51.119511111135054,High,3209.72,164079.3172036324,High Priority,Prioritize fulfillment monitoring,0,11302
1df5ad6aeceb5bb17ae3e7a095592d23,RJ,1.0,1.0,1.0,1372.22,77.22,0.5198147294891203,51.98147294891204,High,1372.22,71330.01680995608,High Priority,Prioritize fulfillment monitoring,0,11549
1fd38186652acff41fc3e9e65013618a,RJ,1.0,1.0,1.0,1275.39,89.39,0.5184297151781609,51.842971517816096,High,1275.39,66120.00744410748,High Priority,Prioritize fulfillment monitoring,0,12253
1fe148272b3216d1704900d718e701bd,PR,1.0,1.0,1.0,2389.78,89.83,0.4905762915135024,49.05762915135025,Medium,2389.78,117236.94099331381,High Priority,Prioritize fulfillment monitoring,0,12269
201f31fb8c21cbe559ac45d1de5f4392,PA,1.0,1.0,1.0,1626.83,35.63,0.5123915277233282,51.239152772332815,High,1626.83,83357.39090461419,High Priority,Prioritize fulfillment monitoring,0,12369
203a9f020a3ddd0f46400de701b212df,CE,1.0,1.0,1.0,1463.37,63.47,0.519942384001731,51.994238400173096,High,1463.37,76086.8086476613,High Priority,Prioritize fulfillment monitoring,0,12402
20643f3f5e6c738074425d5ea256551a,RS,1.0,1.0,1.0,1251.44,26.45,0.5046794831983544,50.46794831983544,High,1251.44,63157.60924537487,High Priority,Prioritize fulfillment monitoring,0,12468
207258d556f9b9784b54de837ae49286,SP,1.0,1.0,1.0,1435.97,66.07,0.497274209363562,49.7274209363562,Medium,1435.97,71407.08464197941,High Priority,Prioritize fulfillment monitoring,0,12494
20c950b58c4d3cf3df11b319f493242c,PA,1.0,1.0,1.0,1564.07,64.17,0.5119116686326024,51.19116686326024,High,1564.07,80066.56835581944,High Priority,Prioritize fulfillment monitoring,0,12610
214e5fdd8fd6a78e1f37c7803bdc1939,RJ,1.0,1.0,1.0,1878.39,28.39,0.5216542195758846,52.165421957588464,High,1878.39,97987.0069509146,High Priority,Prioritize fulfillment monitoring,0,12808
236ac812debfa147da2a0e46eb8498f3,RJ,1.0,1.0,1.0,1411.62,52.62,0.5212617262080044,52.12617262080044,High,1411.62,73582.34779497431,High Priority,Prioritize fulfillment monitoring,0,13617
23aee6ac2f5a0a3056aa62c615974c0c,AL,1.0,1.0,1.0,1518.55,42.25,0.5311568962857756,53.11568962857756,High,1518.55,80658.83048547646,High Priority,Prioritize fulfillment monitoring,1,13708
24014414a15d7274cad8a2917fe1f040,RJ,2.0,2.0,1.0,1348.67,40.67,0.5054557914421456,50.54557914421456,High,1348.67,68169.30622442786,High Priority,Prioritize fulfillment monitoring,0,13824
242800e82e3e3f0aca252d6e03e4564c,SP,1.0,1.0,1.0,2681.29,32.29,0.4950034035964348,49.50034035964349,Medium,2681.29,132724.76760290848,High Priority,Prioritize fulfillment monitoring,1,13879
24536ae68dcaea969641d76fc4cc5e4a,SP,3.0,1.0,1.0,2065.77,88.77,0.4932127922286685,49.32127922286685,Medium,2065.77,101886.41898022166,High Priority,Prioritize fulfillment monitoring,0,13951
2455cbeb73fd04b170ca2504662f95ce,PR,6.0,6.0,1.0,1421.69,1002.29,0.4783551172303034,47.835511723030336,Medium,1421.69,68007.268661515,High Priority,Prioritize fulfillment monitoring,0,13955
249cdd4e1dc4aa2c19a568ce182a7254,PR,1.0,1.0,1.0,1272.76,77.76,0.4953694845841992,49.53694845841992,Medium,1272.76,63048.64651993854,High Priority,Prioritize fulfillment monitoring,0,14081
24ae0d766df69840feedaece7acfc653,DF,1.0,1.0,1.0,1355.73,45.74,0.4999202129305231,49.99202129305231,Medium,1355.73,67775.68302762981,High Priority,Prioritize fulfillment monitoring,0,14105
25eac842862525f18a083c6edf1929a3,PR,1.0,1.0,1.0,1783.7,84.71,0.4957914544474134,49.57914544474134,Medium,1783.7,88434.32172978514,High Priority,Prioritize fulfillment monitoring,0,14543
2626e09d49a63af0b7c21ef2635a3e4e,RJ,1.0,1.0,1.0,1485.31,135.31,0.5228754615875433,52.28754615875432,High,1485.31,77663.21518505937,High Priority,Prioritize fulfillment monitoring,0,14639
264e91053cd726b067922356be6fd618,RJ,1.0,1.0,1.0,1327.54,27.64,0.5198147294891203,51.98147294891204,High,1327.54,69007.48459859869,High Priority,Prioritize fulfillment monitoring,0,14700
2740f9d58dd09ee632344af519b499ac,RJ,1.0,1.0,1.0,1426.81,126.82,0.52154933270421,52.154933270421,High,1426.81,74415.18033956939,High Priority,Prioritize fulfillment monitoring,0,15026
27db1a079a22bec1453d0f24f630005f,RJ,1.0,1.0,1.0,2429.68,29.68,0.5216836960712185,52.168369607121846,High,2429.68,126752.4442670318,High Priority,Prioritize fulfillment monitoring,1,15270
2866ad7dcb3cfdab34405a82b8a77215,MS,1.0,1.0,1.0,1220.72,60.72,0.5138171729527371,51.38171729527371,High,1220.72,62722.689936686525,High Priority,Prioritize fulfillment monitoring,0,15467
289a45b09606de7a3d7003baa2b650d0,MG,1.0,1.0,1.0,1370.26,110.26,0.4961323199984502,49.61323199984502,Medium,1370.26,67983.02728010764,High Priority,Prioritize fulfillment monitoring,0,15537
28e418b320f6b759b6aea79734f165e5,GO,2.0,1.0,1.0,1770.72,70.72,0.5019622627670302,50.196226276703015,High,1770.72,88883.46179268356,High Priority,Prioritize fulfillment monitoring,0,15647
2904c252504167d25044631cfa95a558,RJ,1.0,1.0,1.0,1234.62,34.72,0.5234874635622179,52.34874635622179,High,1234.62,64630.80922631854,High Priority,Prioritize fulfillment monitoring,0,15709
29fc23bcd9e04ac6a5919350404eb36c,PR,1.0,1.0,1.0,1246.9,60.9,0.4953694845841992,49.53694845841992,Medium,1246.9,61767.62103280381,High Priority,Prioritize fulfillment monitoring,1,16061
2a2bc83b78d61f7b6c3a3e00c9b94956,MG,1.0,1.0,1.0,1725.64,25.65,0.4834906728533072,48.34906728533072,Medium,1725.64,83433.08447025811,High Priority,Prioritize fulfillment monitoring,0,16120
2be6e5724bc6705448e72ac1b13141c4,PR,1.0,1.0,1.0,1996.32,97.32,0.4992782567324633,49.92782567324633,Medium,1996.32,99671.91694801512,High Priority,Prioritize fulfillment monitoring,1,16764
2cc9089445046817a7539d90805e6e5a,MG,6.0,1.0,1.0,6081.54,146.94,0.4902532773567341,49.02532773567341,Medium,6081.54,298149.4916376073,High Priority,Prioritize fulfillment monitoring,0,17114
2cc93fd6f68e6cfcb968814de8a14296,SP,1.0,1.0,1.0,2023.58,34.58,0.4976382899992644,49.76382899992644,Medium,2023.58,100701.08908767113,High Priority,Prioritize fulfillment monitoring,0,17116
2cd4d457a1de3adcdb9d8237cb975c6d,MS,1.0,1.0,1.0,1605.14,115.14,0.5145267493121567,51.45267493121567,High,1605.14,82588.74663909152,High Priority,Prioritize fulfillment monitoring,0,17133
2ce3c61f3add382691fcad6a04f52680,BA,2.0,2.0,2.0,1501.45,371.46,0.4743417195122654,47.43417195122655,Medium,1501.45,71220.0374761691,High Priority,Prioritize fulfillment monitoring,0,17150
2d090553a9ceba4ebc21832844dc9ce5,PR,1.0,1.0,1.0,1422.05,32.05,0.4953694845841992,49.53694845841992,Medium,1422.05,70444.01755529604,High Priority,Prioritize fulfillment monitoring,0,17197
2d57b1f21a3ec32c23b4d6e95870e4a7,SC,1.0,1.0,1.0,2032.04,33.04,0.5110231169853253,51.10231169853253,High,2032.04,103841.94146388605,High Priority,Prioritize fulfillment monitoring,1,17316
2e7a373242af9032c112f07cf0235ee8,PR,1.0,1.0,1.0,2048.12,49.12,0.4957335652199017,49.57335652199017,Medium,2048.12,101532.1829598185,High Priority,Prioritize fulfillment monitoring,0,17781
2ec398158cb686267b1f4b102129098e,SP,1.0,1.0,1.0,2818.74,69.74,0.5004205758877347,50.04205758877347,High,2818.74,141055.5494077793,High Priority,Prioritize fulfillment monitoring,0,17897
2f09f8c80542f3260ec457517de0a463,PB,4.0,1.0,1.0,1442.84,159.2,0.5078310378487798,50.78310378487798,High,1442.84,73271.89346497334,High Priority,Prioritize fulfillment monitoring,1,18007
2f7ee291b72997159cb01045ac80be1c,RS,1.0,1.0,1.0,1289.5,39.5,0.503736312583574,50.3736312583574,High,1289.5,64956.79750765186,High Priority,Prioritize fulfillment monitoring,0,18202
306853b36db7e021935becc988e4fef8,AL,1.0,1.0,1.0,1942.0,144.0,0.5302289965948468,53.02289965948468,High,1942.0,102970.47113871925,High Priority,Prioritize fulfillment monitoring,0,18552
309f6784abccce4e6e99672dca8ff4cd,SP,5.0,1.0,1.0,1702.35,52.35,0.4944010243709105,49.44010243709105,Medium,1702.35,84164.35838378195,High Priority,Prioritize fulfillment monitoring,1,18619
30cb9807736cf9827533cf34b10969d8,BA,2.0,1.0,1.0,1698.56,80.36,0.5210259935578958,52.10259935578958,High,1698.56,88499.39116176995,High Priority,Prioritize fulfillment monitoring,0,18680
30f610db02d0880c9687dd1edd8b8710,CE,1.0,1.0,1.0,1925.77,35.77,0.5183156055579449,51.83156055579449,High,1925.77,99815.66437153236,High Priority,Prioritize fulfillment monitoring,0,18749
31602bd34088eca0a7371827ab479b92,RJ,1.0,1.0,1.0,1173.84,75.84,0.5212617262080044,52.12617262080044,High,1173.84,61187.786469200386,High Priority,Prioritize fulfillment monitoring,0,18915
3165f39a78f513c0877dc0d1ad69683a,SC,1.0,1.0,1.0,1322.97,23.97,0.5104855347519308,51.04855347519308,High,1322.97,67535.70479107619,High Priority,Prioritize fulfillment monitoring,0,18927
31e50461be6957a749166e97af082d0a,MG,1.0,1.0,1.0,3155.82,55.92,0.4936660642960548,49.36660642960548,Medium,3155.82,155792.1239026776,High Priority,Prioritize fulfillment monitoring,0,19134
3386674e0363653ac5f71597d88d80fe,GO,3.0,2.0,2.0,1861.25,101.25,0.4571378214113994,45.71378214113994,Medium,1861.25,85084.7770101967,High Priority,Prioritize fulfillment monitoring,0,19772
33ec97b423d769023dbd71f138aca94a,GO,4.0,1.0,1.0,1381.88,21.88,0.5016983675576147,50.169836755761466,High,1381.88,69328.69401605165,High Priority,Prioritize fulfillment monitoring,0,19932
35990049382e07dba1a9ef3550cad655,RJ,6.0,1.0,1.0,1308.18,348.18,0.5313592521406169,53.135925214061686,High,1308.18,69511.35464653122,High Priority,Prioritize fulfillment monitoring,0,20584
360787554f41824600bdcba9687cd4f0,SP,2.0,1.0,1.0,1783.44,47.9,0.4943431351433989,49.43431351433989,Medium,1783.44,88163.13209401433,High Priority,Prioritize fulfillment monitoring,0,20742
362aa88dd1265e7b4ea491b5836fb5f6,PR,1.0,1.0,1.0,2827.0,28.0,0.4957914544474134,49.57914544474134,Medium,2827.0,140160.24417228377,High Priority,Prioritize fulfillment monitoring,0,20802
3645d00093a926152b82312c5db8984f,RJ,2.0,1.0,1.0,1617.84,27.88,0.4922146430445489,49.22146430445489,Medium,1617.84,79632.45381031929,High Priority,Prioritize fulfillment monitoring,0,20852
372f8e1a08cbd807194b89b3c31a448a,SP,1.0,1.0,1.0,2328.4,28.4,0.4976961792267761,49.76961792267761,Medium,2328.4,115883.57837116256,High Priority,Prioritize fulfillment monitoring,0,21193
3745e06e7f01e1652cfd4b9d31651820,SP,1.0,1.0,1.0,2734.66,34.66,0.4976961792267761,49.76961792267761,Medium,2734.66,136102.98334842955,High Priority,Prioritize fulfillment monitoring,0,21235
39a6ecead949b006d60a132d146ea284,SC,1.0,1.0,1.0,2647.76,177.26,0.5111951111113505,51.119511111135054,High,2647.76,135352.19673961896,,Routine monitoring,0,22182
3a213fcdfe7d98be74ea0dc05a8b31ae,PR,12.0,1.0,1.0,1482.24,186.24,0.4905997785529708,49.059977855297085,Medium,1482.24,72718.66157623555,High Priority,Prioritize fulfillment monitoring,0,22378
3a387120748132611868e2e4707cdbaa,AM,1.0,1.0,1.0,1853.75,165.75,0.5035854324467208,50.35854324467208,High,1853.75,93352.14953981087,High Priority,Prioritize fulfillment monitoring,0,22412
3a4b013e014723cc38c9faa8ffdc6387,SP,1.0,1.0,1.0,3526.46,126.47,0.4979837857229817,49.798378572298176,Medium,3526.46,175611.99010006664,High Priority,Prioritize fulfillment monitoring,0,22443
3a7763a8b66b496ef5253606f9a09110,MG,1.0,1.0,1.0,1391.35,31.45,0.4975336093545099,49.753360935451,Medium,1391.35,69224.33873753974,High Priority,Prioritize fulfillment monitoring,0,22516
3ad9ae84ca65db282ae34e9c9aeeaf7c,SP,2.0,2.0,2.0,2148.4,69.9,0.4477358553721908,44.77358553721908,Medium,2148.4,96191.57116816146,High Priority,Prioritize fulfillment monitoring,0,22662
3adcce2e211993b4e696031bf97409dc,GO,1.0,1.0,1.0,1244.12,78.15,0.5045681696701815,50.45681696701815,High,1244.12,62774.33512500661,High Priority,Prioritize fulfillment monitoring,0,22670
3b33fee9a422ba92fb56025e07fe3db6,RJ,1.0,1.0,1.0,1830.12,61.12,0.5219063094914111,52.19063094914112,High,1830.12,95515.11751264214,High Priority,Prioritize fulfillment monitoring,0,22780
3b43ab87914ebf7fd563557362108ebd,RO,1.0,1.0,1.0,2452.12,52.12,0.4940834406097528,49.40834406097528,Medium,2452.12,121155.1886387987,High Priority,Prioritize fulfillment monitoring,0,22807
3c3578cbe37cf7af07897091fa676eb4,MG,1.0,1.0,1.0,2009.62,29.62,0.497955579217724,49.7955579217724,Medium,2009.62,100070.14911075225,High Priority,Prioritize fulfillment monitoring,0,23169
3c4a05391c2fcd152731f52de8fc4347,SC,1.0,1.0,1.0,2960.05,61.05,0.5092146453036236,50.92146453036236,High,2960.05,150730.0810830991,High Priority,Prioritize fulfillment monitoring,0,23202
3c71011c33cf4ba95d18787bdc0e94d3,MG,1.0,1.0,1.0,3042.36,42.47,0.497955579217724,49.7955579217724,Medium,3042.36,151496.0135988835,High Priority,Prioritize fulfillment monitoring,0,23260
3d08a84829e314578aefc90c376dc3d7,PR,1.0,1.0,1.0,1638.72,39.72,0.4957914544474134,49.57914544474134,Medium,1638.72,81246.33722320653,High Priority,Prioritize fulfillment monitoring,0,23481
3d570969ca912ed5d24b3d9fee30b739,SP,1.0,1.0,1.0,1672.06,22.17,0.4976961792267761,49.76961792267761,Medium,1672.06,83217.78734379233,High Priority,Prioritize fulfillment monitoring,0,23598
3dd5626c63f493f8b8f8788c2be24baa,SC,1.0,1.0,1.0,3005.06,306.06,0.5111951111113505,51.119511111135054,High,3005.06,153617.1980596275,High Priority,Prioritize fulfillment monitoring,0,23787
3e40fd20e1f24da8d88521364c41136d,SP,1.0,1.0,1.0,1468.45,90.95,0.4840794378062183,48.40794378062184,Medium,1468.45,71084.64504465414,High Priority,Prioritize fulfillment monitoring,0,23940
3e721650e845549cd3268a5749f843fb,RJ,1.0,1.0,1.0,1182.31,56.41,0.5241667727086301,52.41667727086301,High,1182.31,61972.76170411405,,Routine monitoring,0,24004
3ef5c8159bd4605715d1fd6e20cf8137,AL,1.0,1.0,1.0,1257.96,58.06,0.5295194202354271,52.95194202354271,High,1257.96,66611.4249879358,,Routine monitoring,1,24202
3f64a17e87d0fed4d084e352409882ba,RJ,1.0,1.0,1.0,1312.67,72.67,0.5174741507705136,51.747415077051365,High,1312.67,67927.27934919302,High Priority,Prioritize fulfillment monitoring,0,24352
